tick,price,position,balance,action,mcts_value,nn_value,returns,cum_max,drawdown
60,43720.0,0,1000.0,2,0.4823918342590332,0.4823918342590332,0.0,1000.0,0.0
61,43548.5703125,2,1003.8211059570312,2,0.5066753625869751,0.5066753625869751,0.0038211059570312234,1003.8211059570312,0.0
62,43587.62890625,2,1002.9208374023438,2,0.5191872119903564,0.5191872119903564,-0.000896841627801015,1003.8211059570312,-0.000896841627800996
63,43509.9296875,2,1004.7086791992188,2,0.5373491644859314,0.5373491644859314,0.0017826350098635313,1004.7086791992188,0.0
64,43623.01953125,2,1002.0972900390625,2,0.5389030575752258,0.5389030575752258,-0.0025991505938195436,1004.7086791992188,-0.002599150593819495
65,43662.6796875,2,1001.1862182617188,2,0.540203869342804,0.540203869342804,-0.0009091649946565417,1004.7086791992188,-0.003505952531740346
66,43708.421875,2,1000.1373901367188,2,0.539391815662384,0.539391815662384,-0.001047585459996614,1004.7086791992188,-0.004549865206841297
67,43699.98828125,2,1000.3304443359375,2,0.5419678688049316,0.5419678688049316,0.00019302767911955065,1004.7086791992188,-0.004357715777642955
68,43896.44140625,2,995.8334350585938,2,0.5383630990982056,0.5383630990982056,-0.004495523756981146,1004.7086791992188,-0.008833649319819573
69,43883.0,2,996.138427734375,2,0.5447528958320618,0.5447528958320618,0.00030626876447792384,1004.7086791992188,-0.008530086026204614
70,43780.25,2,998.4708862304688,2,0.5567930936813354,0.5567930936813354,0.002341500368978622,1004.7086791992188,-0.006208558856803843
71,43602.30859375,2,1002.5291137695312,2,0.5707687139511108,0.5707687139511108,0.004064442534106982,1004.7086791992188,-0.0021693506533900704
72,43803.16015625,2,997.9110107421875,2,0.5594640970230103,0.5594640970230103,-0.004606452784178594,1004.7086791992188,-0.00676581042621149
73,43924.62109375,2,995.1439208984375,2,0.5561608076095581,0.5561608076095581,-0.0027728823652241052,1004.7086791992188,-0.00951993199501833
74,44154.51953125,2,989.9353637695312,2,0.5428135395050049,0.5428135395050049,-0.005233973719302676,1004.7086791992188,-0.014704078640449538
75,43200.0,2,1011.33544921875,2,0.5862982273101807,0.5862982273101807,0.021617659326494065,1011.33544921875,0.0
76,43250.890625,2,1010.14404296875,2,0.5832833051681519,0.5832833051681519,-0.001178052495757309,1011.33544921875,-0.0011780524957573212
77,42822.12109375,2,1020.1581420898438,2,0.5816255211830139,0.5816255211830139,0.009913535788087069,1020.1581420898438,0.0
78,42709.2890625,2,1022.8461303710938,2,0.5772063732147217,0.5772063732147217,0.002634874114461727,1022.8461303710938,0.0
79,42700.671875,2,1023.0525512695312,2,0.5762280821800232,0.5762280821800232,0.00020181031370047897,1023.0525512695312,0.0
80,42796.1796875,2,1020.7643432617188,2,0.5688127279281616,0.5688127279281616,-0.0022366475749198145,1023.0525512695312,-0.002236647574919789
81,42810.98828125,2,1020.4111328125,2,0.5671401023864746,0.5671401023864746,-0.0003460254578350197,1023.0525512695312,-0.002581899095753633
82,42594.37109375,2,1025.57421875,2,0.5690948367118835,0.5690948367118835,0.005059809493913825,1025.57421875,0.0
83,42560.109375,2,1026.399169921875,2,0.5699790716171265,0.5699790716171265,0.0008043797872381298,1026.399169921875,0.0
84,42750.66015625,2,1021.8037719726562,2,0.558441698551178,0.558441698551178,-0.004477203493421067,1026.399169921875,-0.004477203493421114
85,42581.12109375,2,1025.85595703125,2,0.5680436491966248,0.5680436491966248,0.003965717459400997,1026.399169921875,-0.0005292413580832757
86,42713.890625,2,1022.6572875976562,2,0.5607081055641174,0.5607081055641174,-0.003118049285252944,1026.399169921875,-0.003645640442697908
87,42623.87109375,2,1024.8125,2,0.5616036653518677,0.5616036653518677,0.0021074630068951272,1026.399169921875,-0.0015458604881722288
88,42680.28125,2,1023.4561767578125,2,0.5668113827705383,0.5668113827705383,-0.0013234842882844378,1026.399169921875,-0.002867298854388695
89,42894.921875,2,1018.3092041015625,2,0.5498926639556885,0.5498926639556885,-0.005029011278777973,1026.399169921875,-0.0078818904548883
90,42810.21875,2,1020.320068359375,2,0.5511674284934998,0.5511674284934998,0.0019747089093500314,1026.399169921875,-0.005922745984842052
91,42660.01171875,2,1023.9000244140625,2,0.5608077049255371,0.5608077049255371,0.0035086598467517494,1026.399169921875,-0.002434867039109866
