tick,price,position,balance,action,mcts_value,nn_value,returns,cum_max,drawdown
60,95325.4296875,0,1000.0,0,0.5023350715637207,0.5023350715637207,0.0,1000.0,0.0
61,94218.0078125,0,999.95,0,0.5121800303459167,0.5121800303459167,-4.999999999999449e-05,1000.0,-4.999999999995453e-05
62,94217.4296875,0,999.9000025,0,0.5153740644454956,0.5153740644454956,-4.999999999999449e-05,1000.0,-9.999749999997221e-05
63,94269.2265625,0,999.850007499875,0,0.5046939849853516,0.5046939849853516,-4.999999999999449e-05,1000.0,-0.00014999250012499488
64,94503.34375,0,999.8000149995,0,0.49548935890197754,0.49548935890197754,-4.999999999999449e-05,1000.0,-0.00019998500049996437
65,94181.3671875,0,999.7500249987501,0,0.5116741061210632,0.5116741061210632,-4.999999999999449e-05,1000.0,-0.00024997500124993623
66,93637.3671875,0,999.7000374975001,0,0.5053331255912781,0.5053331255912781,-4.999999999999449e-05,1000.0,-0.00029996250249985225
67,93590.2421875,0,999.6500524956252,0,0.5104872584342957,0.5104872584342957,-4.999999999999449e-05,1000.0,-0.00034994750437476795
68,93039.1015625,0,999.6000699930005,0,0.4992884397506714,0.4992884397506714,-4.999999999999449e-05,1000.0,-0.00039993000699951154
69,92846.7890625,0,999.5500899895009,0,0.49396687746047974,0.49396687746047974,-4.999999999999449e-05,1000.0,-0.0004499100104991385
70,91644.9609375,0,999.5001124850014,0,0.47848156094551086,0.47848156094551086,-4.999999999999449e-05,1000.0,-0.0004998875149985906
71,90851.21875,0,999.4501374793772,0,0.46880650520324707,0.46880650520324707,-4.999999999999449e-05,1000.0,-0.0005498625206228099
72,90732.0,0,999.4001649725033,0,0.47309571504592896,0.47309571504592896,-4.999999999999449e-05,1000.0,-0.0005998350274967379
73,91131.40625,0,999.3501949642547,0,0.48242995142936707,0.48242995142936707,-4.999999999999449e-05,1000.0,-0.0006498050357453167
74,91833.03125,0,999.3002274545065,0,0.49841567873954773,0.49841567873954773,-4.999999999999449e-05,1000.0,-0.000699772545493488
75,92123.75,0,999.2502624431338,0,0.512625515460968,0.512625515460968,-4.999999999999449e-05,1000.0,-0.0007497375568661937
76,91343.203125,0,999.2002999300116,0,0.5243299603462219,0.5243299603462219,-4.999999999999449e-05,1000.0,-0.0007997000699883756
77,91983.9609375,0,999.1503399150151,0,0.5370674133300781,0.5370674133300781,-4.999999999999449e-05,1000.0,-0.0008496600849848619
